,ID,text,type,tags,rating,num_ratings,link
1825,2003,"I love my wife, I really do. In fact, she talked about getting breast implants, but you know, then we found out how dangerous they were, so she's not going to get them. So, she just got me the implants, which works out better 'cause I can bring them on the road with me. I never cheat on her; I always call when I'm playing with them. ",Dirty,,,,http://jokes.cc.com/funny-dirty/qfy59x/jack-coen--breast-implants
1826,2004,"When I was 23, if the president was hitting on me, I'd f**k him, too. ",Dirty,,,,http://jokes.cc.com/funny-dirty/lty9yd/jack-coen--empathizing-with-monica-lewinsky
1827,2005,"When I was 22, I'd be like, 'Shut up, man. I ain't gay. Shut up. I'll kill you, man. I'll kill you.' Now I'm like, 'Oh, you think I'm 37? Fine, I'm a queer. Whatever. 35? I'm a little pink cowboy.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/nbkxpn/jack-coen--less-fight
1828,2006,"When I was younger, if a girlfriend was bothering a president, the CIA killed her. ",Dirty,,,,http://jokes.cc.com/funny-dirty/zsf8vs/jack-coen--not-the-same-for-bill-clinton
1829,2007,"You fellas seen these nursing bras? Cup opens right up. You got a snap on the cup: cup -- poof -- opens right up. Where have these been? I spent 16 years with my hand behind her back, 'What is that a staple? A button? Little help?' ",Dirty,,,,http://jokes.cc.com/funny-dirty/iw8gr3/jack-gallagher--nursing-bras
1830,2008,"I don't think I could be gay. I just like girls too much. Man, girls are neat. I'm gonna get one, I think. ",Dirty,,,,http://jokes.cc.com/funny-dirty/fliog4/james-johann--girls-are-neat
1831,2009,"Sex is like a math problem to me: I work real hard on it for a few minutes, and in the end, I get it all wrong, always leave a remainder. ",Dirty,,,,http://jokes.cc.com/funny-dirty/czb26g/james-johann--like-a-math-problem
1832,2010,"Jane was sitting in anatomy class on day when her teacher asked her a question. He inquired, ?What grows to 10 times its original size when excited?? Jane blushed and said that she didn't know. Jimmy raised his hand and said, ?I know! The pupil of the eye.? The teacher replied, ?Yes, very good Jimmy.? The the teacher turned to Jane and said, ?Jane I have three things to say to you:  One -- you have a very dirty mind.  Two -- you haven't been studying hard enough.  And three -- you're going to be very disappointed!? ",Dirty,,,,http://jokes.cc.com/funny-dirty/3vt42r/jane-s-dirty-mind
1833,2011,"I'm looking into a new health insurance plan. I thought, you know, I'm a woman, I should really ask if they cover abortions. Then I remembered I never have sex. So, if I do get pregnant, I'd probably want to have the baby Jesus. ",Dirty,,,,http://jokes.cc.com/funny-dirty/5y3vkx/janine-ditullio--health-insurance-plan
1834,2012,I should have known that my last relationship wasn't gonna last because it's not a good sign when your girlfriend's favorite position in bed is the fetal position. ,Dirty,,,,http://jokes.cc.com/funny-dirty/yqqkv8/jason-kuller--favorite-position
1835,2013,"I was actually thinking about getting penal enlargement surgery -- thought I'd share that with everybody. But the surgery is dangerous, and it's really expensive. But I found this great, safe alternative to penal enlargement surgery: the metric system. ",Dirty,,,,http://jokes.cc.com/funny-dirty/zobnq7/jason-kuller--penal-enlargement
1836,2014,"My wife's birth control pills also prevent acne. Coincidentally when I was a teenager, acne was my form of birth control. ",Dirty,,,,http://jokes.cc.com/funny-dirty/wfnyak/jeff-caldwell--birth-control
1837,2015,"I wish I was a Puerto Rican dude 'cause when it comes to baby making, Puerto Rican dudes -- bang! -- first time, every time. Immaculate conception, my ass! You check the roster at Bethlehem, I guarantee you find a Jose Torres on it somewhere. Why do you think they named the kid Jesus? ",Dirty,,,,http://jokes.cc.com/funny-dirty/tg747b/jeff-cesario--puerto-rican-dudes
1838,2016,"This is a guy who believes that God made everything, but he's got a sign that says, 'God Hates Stuff.' Why is God making stuff he hates, like, constantly? Is God off there really like, 'Oh boy, what the hell am I doing here? Oh, why would I make another gay guy? I hate these! This is terrible. Oh my gosh. I'm almighty!'? ",Dirty,,,,http://jokes.cc.com/funny-dirty/8dakir/jeff-mac--religious-protests
1839,2017,Why is Wednesday called hump day when most people get laid on the weekends? ,Dirty,,,,http://jokes.cc.com/funny-dirty/kh96zl/jeff-marder--hump-day
1840,2018,"Cockroaches are gross, though. It doesn't even sound like a bug; it sounds like the world's worst STD. It's like, 'You hear about Cindy? She's got crabs.' 'That's nothing. Bob -- cockroaches.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/hv4iqn/jeremy-schachter--cockroaches
1841,2019,"My dad looks at me, and he says, 'So now, so now, what is it that the two of you do? What do you do?' And I said, 'Well, you know, Dad, all those things you really wish Mom would do, but she won't? That's what we do.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/vk26ho/jim-david--explaining-gay-sex-to-dad
1842,2020,"Women have an easier time purchasing condoms than men because women are bold. Women aren't bothered by it. Women will walk into that drug store, 'Yeah, let me see, give me the lambskin lubricated one that's ribbed with feathers, two feet long and vibrates. That's the one I want, and I think I've got a coupon.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/3rc3ij/jimmy-aleck--buying-condoms
1843,2021,"To a woman, sexual harassment is when a man makes advances towards her. Now, if a woman makes advances towards a man, we call that getting lucky. ",Dirty,,,,http://jokes.cc.com/funny-dirty/jv1ago/jimmy-aleck--sexual-advances
1844,2022,"Actually, a couple of weeks ago, I failed to perform sexually. I'm not going to go into detail, but suffice it to say, I 'arrived early.' And my girlfriend said, 'Don't worry, that' happens to a lot of guys.' I said, 'There's two things the matter with that. Firstly, who are these ""a lot of guys,"" and secondly, if it's happening to more than one of us, don't you think it could be your fault?' ",Dirty,,,,http://jokes.cc.com/funny-dirty/c88e6m/jimmy-carr--arriving-early
1845,2023,"Presumably at some point in the flight, she turned to him and said, 'My ears are popping. Have you got any hard candy?' And he said, 'No, no, I haven't, but I've got an idea.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/q4tyvr/jimmy-carr--fellating-on-a-plane
1846,2024,Boxers don't have sex before a fight. Do you know why that is? They don't fancy each other. ,Dirty,,,,http://jokes.cc.com/funny-dirty/s14ov7/jimmy-carr--no-sex-before-a-fight
1847,2025,Women reach their sexual peak after 35 years. Men reach theirs after about four minutes. ,Dirty,,,,http://jokes.cc.com/funny-dirty/vxay9a/jimmy-carr--sexual-peak
1848,2027,"Hey babe, I promise I'll give you the home field advantage. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/dogd4t/jock-booty-call----advantage
1849,2028,"Hey babe, I got a Louisville slugger... in my pants! High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/c6guvo/jock-booty-call----bat
1850,2029,"Hey babe, I'd like to check out your sin bin. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/halxmr/jock-booty-call----bin
1851,2030,"When I see you, there's a Ruthian blast in my pants. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/8mtqsp/jock-booty-call----blast
1852,2031,"Hey babe, can I get into your penalty box? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/waxz05/jock-booty-call----box
1853,2032,"Hey babe, are you interested in a little bump and run? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/lz3nev/jock-booty-call----bump
1854,2033,"Hey babe, if you play man-to-man, I'll play zone. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/b4tqb1/jock-booty-call----defense
1855,2034,"Hey babe, let's play football! You can have first down. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/73iiyf/jock-booty-call----football
1856,2035,"Hey babe, I'd really like to foul you. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/aupurj/jock-booty-call----foul
1857,2036,"Is your goalmouth open? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/aqvxg2/jock-booty-call----goal
1858,2037,"Hey babe, are you a good ball handler? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/qwo9d6/jock-booty-call----handler
1859,2038,"Hey babe, are you interested in a little offensive holding? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/hj4vav/jock-booty-call----holding
1860,2039,"Hey babe, can I take it to the hole? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/m3xmlk/jock-booty-call----hole
1861,2040,"Congratulations, you've ranked high enough in the polls to play in my Love Bowl. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/xi4lqg/jock-booty-call----love-bowl
1862,2041,"I'm going to back you into the low post for an easy finger roll. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/8xlgvc/jock-booty-call----low-post
1863,2042,"Hey babe, I'd like to try the Down and In maneuver on you. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/bswtho/jock-booty-call----maneuver
1864,2043,"Hey babe, I think I pulled a groin muscle. Or was that you? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/tpq09u/jock-booty-call----muscle
1865,2044,"Hey babe, I'm just trying to open up a hole! High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/iw6tfq/jock-booty-call----open
1866,2045,"Hey babe, please don't let this be an incomplete pass. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/9q49az/jock-booty-call----pass
1867,2046,"I'm going to have to penalize you fifteen yards for unnecessary hotness. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/zsc17i/jock-booty-call----penalty
1868,2047,"Hey babe, soccer players know eleven positions! High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/0pp3lj/jock-booty-call----positions
1869,2048,"Hey babe, I'd like to take it your rack! High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/72l68k/jock-booty-call----rack
1870,2049,"Hey babe, will you be my receiver? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/qmz1ox/jock-booty-call----receiver
1871,2050,"Hey babe, I'd like to recover your muff. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/tt7jya/jock-booty-call----recover
1872,2051,"Hey babe, want to squeeze my resin bag? High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/aaeous/jock-booty-call----resin
1873,2052,"Hey babe, with you, I'd like to try some inside shooting. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/be8g13/jock-booty-call----shooting
1874,2053,"Hey babe, I have a shot I'd like to drive to your basket. High five!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/417nqn/jock-booty-call----shot
1875,2055,"The economy is running smooth. I don't have a problem with this. As long as the economy is running smooth, I figured we about three interns away from a balanced budget. ",Dirty,,,,http://jokes.cc.com/funny-dirty/kcxx3g/john-henton--bill-clinton-s-affairs
1876,2056,"Did you hear about the man who joined a nudist colony?    
  
  The first day was his hardest. ",Dirty,,,,http://jokes.cc.com/funny-dirty/i3pyzg/joining-the-colony
1877,2057,"I don't have a huge penis, but I had everything in my bedroom built to three-quarters scale so it looks bigger. ",Dirty,,,,http://jokes.cc.com/funny-dirty/0y3w4e/jordan-rubin--bigger-penis
1878,2058,"Black guys have the coolest lines. They have like, 'Yo, once you go black, you never go back.' What do you white guys get to say? It's like, 'Hey, once you got white, you just don't feel so good.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/xmogx8/jordan-rubin--black-guys-have-the-coolest-lines
1879,2059,"I have a porno movie where they try to make the woman have an orgasm in it. Oh my God, it's like 10 hours long. ",Dirty,,,,http://jokes.cc.com/funny-dirty/ehq0ey/jordan-rubin--female-orgasm-porno
1880,2060,"I got a German porno movie the other day. It has subtitles, which is great 'cause, otherwise, I would have had no idea what was going on. ",Dirty,,,,http://jokes.cc.com/funny-dirty/op0ow9/jordan-rubin--german-porno
1881,2062,What do you call a sex-crazed gay cannibal? A head hunter! ,Dirty,,,,http://jokes.cc.com/funny-dirty/tcqco9/jungle-gaiety
1882,2063,"Sometimes I'm so bored at a party, I'll slip myself a roofie. ",Dirty,,,,http://jokes.cc.com/funny-dirty/buut1o/karen-bergreen--bored-at-a-party
1883,2064,Q: Why didn't Ken and Barbie have kids? A: Ken came in a different box.  ,Dirty,,,,http://jokes.cc.com/funny-dirty/hj5pl5/ken---barbie
1884,2065,"Women get close to orgasms; guys don't. You ever get close to an orgasm? Guys don't get close -- we see the finish line, we cross the finish line. If we have to drag a broken leg, we will cross the finish line. ",Dirty,,,,http://jokes.cc.com/funny-dirty/9xruc3/kevin-brennan--close-to-orgasm
1885,2066,"Ladies, you shouldn't do that. You know why? 'Cause we don't even care if you have them. You're totally wasting your time. ",Dirty,,,,http://jokes.cc.com/funny-dirty/vdjbsx/kevin-brennan--faking-orgasms
1886,2067,"I was at the dentist the other day. He was like, 'Kevin, you have gingivitis.' I was like, 'Damn it. I shoulda wore a condom.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/ztjz0i/kevin-shea--at-the-dentist
1887,2068,"I got this new drug -- it's called the Internet. I don't know if you've ever heard of that. It's a drug, 'cause one minute, you're sitting down, checking your e-mail, and four hours later, your pants are down to your ankles, and you feel awkward and lonely. And you know you should get up and walk away, but you can't. ",Dirty,,,,http://jokes.cc.com/funny-dirty/13rqdf/kevin-shea--the-internet-is-a-drug
1888,2069,"King Arthur was about to embark on a long crusade. Before doing so he called to Merlin to devise a cunning chastity belt for Gwenivere. The belt contained a miniture guillotine. 
   Upon his return, he called to his Knights of the Round Table and had them all strip from the waist down. One by one, he went to each knight and shook his head, telling all those whose members were missing to get out of his sight. 
 That is until he came up to Lancelot.   Seeing that Lancelot was intact, he exclaimed, ''Now I knew I could count on you to be trusted. Name anything at all and it is yours.''  
  Lancelot replied '' UNGH!UH! UNGH!''' ",Dirty,,,,http://jokes.cc.com/funny-dirty/fklhg7/king-arthur-s-dilemma
1889,2070,"One time I had ESP with my brother... It was a Friday night, and unbeknownst to me, my brother went out and got really drunk, just hammered. And that same night, I had sex with a really ugly chick. ",Dirty,,,,http://jokes.cc.com/funny-dirty/wsqc3n/kjell-bjorgen--brotherly-e-s-p-
1890,2071,"Knock, knock!
 Who's there?
 Blow!
 Blow who?
 Blow me, of course! ",Dirty,,,,http://jokes.cc.com/funny-dirty/0r65ty/knock-knock----blow
1891,2072,"They always put the colleges in the middle of nowhere, and they always tell these kids, 'Hey, don't drink, don't do drugs, and don't have sex.' And they make it so they have to. It's like, your choices are Wal-Mart or Susie -- hmmm, both are always open.... ",Dirty,,,,http://jokes.cc.com/funny-dirty/04oq42/kyle-cease--in-the-middle-of-nowhere
1892,2073,"The first girl I ever made love to, she was ghetto as hell. She told me, 'You couldn't even handle this.' I was like, 'Ooh, bring it over here. I'll knock a welfare check out your ass.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/dje6ed/kyle-grooms--ghetto-girl
1893,2074,"$27 million to find gays in the army -- $27 million? Walk up to a guy, go, 'Clang, clang, clang,' -- if he goes, 'Went the trolley,' you found him. Save the money. ",Dirty,,,,http://jokes.cc.com/funny-dirty/2cc029/larry-amoros--finding-gays-in-the-military
1894,2075,"He goes, 'I'm afraid of homosexuals.' And I keep thinking, 'What are you afraid of? What are you afraid they're gonna do -- sneak in and redecorate the place?' ",Dirty,,,,http://jokes.cc.com/funny-dirty/l5m85j/larry-amoros--on-congressman-jesse-helms
1895,2076,"I guess I feel a little more mature. I'm not embarrassed going to a drug store anymore to buy a condom. Although, the woman behind the counter said, 'Save your money; buy a lottery ticket.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/p2nrq2/larry-brown--buying-condoms
1896,2077,"When I was 14, he sat me down, said, 'Larry, someday you're gonna meet a girl who's gonna be so right and so wonderful and so perfect that you're not even gonna haggle over price.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/ylbg4e/larry-brown--dad-s-advice
1897,2078,"I have an Apache buddy; he's real slow, they named him: Runs Like a Cow. His brother's fast, they named him: Flying Eagle. His sister had nine kids, they named her: Spread Eagle. ",Dirty,,,,http://jokes.cc.com/funny-dirty/tr2ac8/larry-omaha--apache-buddy
1898,2080,"Q: Why does the bar association prohibit lawyers and clients from having sex?
 
 A: To prevent clients from being billed twice for essentially the same service. ",Dirty,,,,http://jokes.cc.com/funny-dirty/k816vt/lawyer-client-relations
1899,2081,"Two lawyers are walking down the street, when a beautiful woman walks by. ""Boy, I'd like to screw her,"" says one lawyer.  ""I agree,"" says the other.   ""But out of what?""  ",Dirty,,,,http://jokes.cc.com/funny-dirty/hrgx9c/lawyers-in-lust
1900,2082,"Q: What did the left leg say to the right leg? A: ""That one in the middle thinks he's hard."" ",Dirty,,,,http://jokes.cc.com/funny-dirty/yjwz70/leg-chat
1901,2083,"Q: What did the Lawyer say to the lesbian?  
 A: One slip of the tongue and you will be in s**t! ",Dirty,,,,http://jokes.cc.com/funny-dirty/jcmuyi/legal-jargon-
1902,2084,Q: What did the leper say the the prostitute? A: Keep the tip. ,Dirty,,,,http://jokes.cc.com/funny-dirty/ntubyx/leper-and-prostitute
1903,2085,Q: What do you call a lesbian dinosaur?  A: Lickalotopuss. ,Dirty,,,,http://jokes.cc.com/funny-dirty/0aygg8/lesbian-dinosaur
1904,2086,"Q: Where do lesbians find hard wood during sex?
 
 A: On the floor, beneath the carpet. ",Dirty,,,,http://jokes.cc.com/funny-dirty/jvyesw/lesbian-hardwood-
1905,2087,Q: What does a woman need to become a lesbian?    A: A liquor license.  ,Dirty,,,,http://jokes.cc.com/funny-dirty/xnkchj/lesbian-license
1906,2088,"Q. Why aren't there any nails in a lesbian's floor?
 
 A. They're all laid with tongue and groove. ",Dirty,,,,http://jokes.cc.com/funny-dirty/qwmt2g/lesbians--flooring
1907,2089,"On Monday morning, the teacher walked to the blackboard and noticed someone had written the word ""penis"" in tiny letters. She turned around, but couldn't find the guilty face. She quickly erased it and began her class.
 
 Tuesday, she was again greeted with ""penis"" on the blackboard, written in larger letters. She looked around in vain for the culprit, and then proceeded with the day's lesson.
 
 Every morning for the rest of the week, ""penis"" was written on the board in larger and larger letters, and each time, the teacher furiously erased it. By Friday, she'd had enough.
 
 ""That's enough,"" she sputtered. ""I -- I can't believe this! Monday morning, I expect an explanation for this behavior!""
 
 On Monday morning, the teacher confidently entered the classroom and found on the board: ""Don't you know -- the more you rub it, the bigger it gets?"" ",Dirty,,,,http://jokes.cc.com/funny-dirty/mri8j1/lesson-learned
1908,2090,"I like my women like I like my books--stacked.
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/wits6i/librarian-booty-call----books
1909,2091,"What do LifeSavers do that men can't? 
 
 Come in 5 flavors! ",Dirty,,,,http://jokes.cc.com/funny-dirty/p9pcgk/lifesavers
1910,2092,How many Californians does it take to screw in a light bulb? Californians don't screw in light bulbs they screw in hot tubs. ,Dirty,,,,http://jokes.cc.com/funny-dirty/nljub2/lightbulb---californians
1911,2093,"Can I give you my Gettysburg address? No? How about my Gettysburg phone number?
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/uulxi0/lincoln-booty-call----address
1912,2094,"If you're one score and one year old, call me!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/v2alkq/lincoln-booty-call----age
1913,2095,"Let me know if my beard tickles.
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/nv92cv/lincoln-booty-call----beard
1914,2096,"I've got the beginnings of a log cabin in my pants.
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/jx546q/lincoln-booty-call----cabin
1915,2097,"Look, we can debate this all night. ",Dirty,,,,http://jokes.cc.com/funny-dirty/dphkbk/lincoln-booty-call----debate
1916,2098,"Can I leave my hat on?
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/yqngzk/lincoln-booty-call----hat
1917,2099,"Come on, I haven't four-scored in seven years!
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/9xfg6k/lincoln-booty-call----score
1918,2100,"Women, we like to be romanced. We like to be wined, dined -- maybe there's a single rose and some dancing -- and then we feel close enough to you to have sex with you. Men, on the other hand, like to have sex with you; then they feel close enough to talk to you. ",Dirty,,,,http://jokes.cc.com/funny-dirty/w1k79e/linda-hill--close-enough
1919,2101,"You're like, why can't I meet a real gentleman this day and age? Well, maybe we can't find them 'cause they're all hanging out in that exclusive club. They're in there opening doors for each other, saying 'please' and 'thank you.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/eyn5d4/lisa-delarios--gentlemen-s-clubs
1920,2102,"Q: What do you have when you hold two green balls in your hand?
 
 A: Kermit's undivided attention. ",Dirty,,,,http://jokes.cc.com/funny-dirty/ekbe68/little-green-balls
1921,2103,"One day little Johnny was walking up a hill pulling his red wagon behind him saying, ""F**k this,"" ""F**k that."" The town priest hears this and walks up to Johnny and says,""You shouldn't swear like that, Johnny.  God is all around us."" ""Is he in the sky?"" asks Johnny. ""Yes,"" says the priest. ""Is he in that bush over there?"" asks Johnny. ""Yes,"" says the priest."" Is he in my wagon?"" asked Johnny. ""Yes,"" says the priest. ""Well tell him to get the f**k out and push!!!"" ",Dirty,,,,http://jokes.cc.com/funny-dirty/mczql3/little-johnny-and-god
1922,2104,"Little Johnny's class is reviewing the alphabet. His teacher knows that he has an ""advanced"" vocabulary for his age, so she avoids calling on him. When the teacher asks for a word beginning with ""A,"" Little Johnny raises his hand. The teacher anticipates he'll say, ""ass"" so she calls on Mary Lou, who says ""apple."" This continues because the teacher knows that Little Johnny knows a cuss word for every letter of the alphabet. Then she gets to ""R."" She can't think of any cuss words that begin with R, so she calls on Johnny.  He exclaims, ""R is for rats -- big f**king rats, with 12-inch c**ks!"" ",Dirty,,,,http://jokes.cc.com/funny-dirty/4qh12k/little-johnny-and-the-abc-s
1923,2105,"While the teacher was conducting her class, Little Johnny yells out,  ""Teacher, teacher, I have to take a piss.""  The teacher, shocked, replies ""No, Johnny you may not because you did not raise your hand. And I will speak to your mother for using that word."" So Little Johnny raises his hand and says, ""Teacher, teacher, I have to pee!"" The teacher turns and says to Little Johnny, the word is 'urinate' and you may not go to the bathroom right now. Little Johnny gets up to leave the room and says, ""Teacher, teacher, urinate, but if you have bigger tits you'd be a ten."" ",Dirty,,,,http://jokes.cc.com/funny-dirty/c1cbq5/little-johnny-is-number-one
1924,2106,"Little Johnny asks his mother her age.
 
 She replies, ""Gentlemen don't ask ladies that question.""
 
 Johnny then asks his mother how much she weighs.
 
 Again his mother replies, ""Gentlemen don't ask ladies that question.""
 
 The boy then asks, ""Why did Daddy leave you?""
 
 To this, the mother says, ""You shouldn't ask that,"" and sends him to his room.
 
 On the way, Johnny trips over his mother's purse. When he picks it up, her driver's license falls out.
 
 Johnny runs back into the room. ""I know all about you now. You are 36 years old, weigh 127 pounds and Daddy left you because you got an 'F' in sex!"" ",Dirty,,,,http://jokes.cc.com/funny-dirty/e60o6r/little-johnny----know-it-all
1925,2107,"Little Johnny comes home one day and says, ""Mom! Little Mark next door has a penis like a peanut!""
 
 ""What do you mean, Johnny? Is it shaped like a peanut?""
 
 ""No,"" says Johnny. ""It's salty."" ",Dirty,,,,http://jokes.cc.com/funny-dirty/6n2y3g/little-johnny----peanut
1926,2108,"Little Johnny walks in on his parents having sex and asks, ""What are you doing?""
 
 His father says, ""We're playing cards, and your mother is my wild card.""
 
 A week later, Little Johnny walks in on his father masturbating. He asks, ""What are you doing?""
 
 His father says, ""I'm playing cards.""
 
 ""Where's your wild card?"" Johnny asks.
 
 His father replies, ""Son, you don't need one when you've got a good hand."" ",Dirty,,,,http://jokes.cc.com/funny-dirty/sa5ua8/little-johnny----playing-cards
1927,2110,"A salesman rings the door bell and Little Johnny answers.
 
 Salesman: ""Can I see your dad?""
 
 Johnny: ""No, he's in the shower.""
 
 Salesman: ""What about your mother? Can I see her?""
 
 Johnny: ""Nope. She's in the shower, too.""
 
 Salesman: ""Do you think they'll be out soon?""
 
 Johnny: ""Doubt it. When my dad asked me for the Vaseline, I gave him super glue instead."" ",Dirty,,,,http://jokes.cc.com/funny-dirty/rflnif/little-johnny----salesman
1928,2111,"Little Johnny's father asks him if he knows about the birds and the bees.
 
 ""I don't want to know!"" Little Johnny says, bursting into tears.
 
 Confused, his father asks what's wrong.
 
 ""Oh, Dad,"" Little Johnny sobs, ""first, there was no Santa Claus, then no Easter Bunny, and finally, no Tooth Fairy. If you're about to tell me that grownups don't really have sex, I've got nothing left to believe in."" ",Dirty,,,,http://jokes.cc.com/funny-dirty/pi5eb2/little-johnny----the-birds-and-the-bees
1929,2112,"Little Johnny walks into his dad's bedroom and sees him sliding on a condom. His father tries to hide it by bending over, as if to look under the bed.
 
 Little Johnny asks curiously, ""What are you doing, Dad?""
 
 His father quickly replies, ""I thought I saw a mouse go underneath the bed.""
 
 Little Johnny replies, ""What are you gonna do -- screw him?"" ",Dirty,,,,http://jokes.cc.com/funny-dirty/9pqq0w/little-johnny----the-mouse
1930,2115,Why do men walk so fast? They've got three legs! Why do women talk so much? They've got two mouths! ,Dirty,,,,http://jokes.cc.com/funny-dirty/06idwu/little-known-facts
1931,2116,"Something happens to your innocence when you get to be 30. You've had sex. You've done it a million times because that's just the kind of gal you are: do it 'til you can't walk, and feel good about it. But then something happens. Then you meet the greatest guy in the world. This guy is sweet. He's kind. He's the guy you've waited for -- well, not exactly waited -- this is the guy you've practiced for. ",Dirty,,,,http://jokes.cc.com/funny-dirty/w8c7qc/lois-bromfield--after-30
1932,2117,"I'm reaching my sexual peak here, tonight. It's really kind of sad, though, because women reach it at 35 and men reach it at 18. It's really depressing because now I have to drive past high schools to find guys in their sexual peak. ",Dirty,,,,http://jokes.cc.com/funny-dirty/b8882m/lois-bromfield--sexual-peak
1933,2118,"Q: What's long, green and has ""cum"" in it? A: A cucumber.  ",Dirty,,,,http://jokes.cc.com/funny-dirty/j5paxa/long---green-riddle
1934,2119,"Q: What's long, hard and filled with seamen?   A: A submarine.  ",Dirty,,,,http://jokes.cc.com/funny-dirty/5iyeyi/long---hard
1935,2120,"Q: If there were four potatoes in a room, which one would be the prostitute? A: The one that's labeled ""Idaho.""  ",Dirty,,,,http://jokes.cc.com/funny-dirty/jujij9/loose-potatoes
1936,2121,Did it hurt when you fell out of Heaven? 'Cause I almost slammed my hand in a car door the other day. ,Dirty,,,,http://jokes.cc.com/funny-dirty/97kvhy/loser-booty-call----angel
1937,2122,"Wow, you have your own apartment? Yeah, it's probably nicer than my room at the Y.
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/ht5w3x/loser-booty-call----apartment
1938,2123,"Want to get out of this place? I've got an hour left before my bus pass expires.
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/hfwt0h/loser-booty-call----bus-pass
1939,2124,"Hey, you wouldn't be interested in... nah, of course you wouldn't. 
  ",Dirty,,,,http://jokes.cc.com/funny-dirty/jg40je/loser-booty-call----interest
1940,2125,"A guy and a girl are lying in a dorm-room bed after just having sex. The guy lies on his side of the bed and rests. The girl rolls to her side of the bed and says to herself, ""I finally did it! I'm no longer a virgin."" The guy overhears her talking to herself and asks, ""Are you saying you lost your virginity to me?"" ""Well,"" the girl explains, ""I always wanted to wait until I was with the man I love to lose my virginity."" Astounded, the guy replies, ""So you really love me?"" ""Oh God no!"" the girl says. ""I just got sick of waiting."" ",Dirty,,,,http://jokes.cc.com/funny-dirty/7qpmyq/losin--it
1941,2126,"If I'm ever in the military, I want to be in an all gay platoon... My theory's pretty simple: I want the guy covering my ass to think my ass is pretty cute. I want them fighting for more than just country here, you know what I'm saying? ",Dirty,,,,http://jokes.cc.com/funny-dirty/fwa8lb/louis-ramey--all-gay-platoon
1942,2127,"I'll vote for the first person that just admits to anything. First person they walk up to and go, 'Excuse me, did you sleep with that woman?' 'Yeah! What's up, baby? How you doing, girl? Yeah, I slept with -- I'll sleep with her again! What's up, baby? What -- did I ever do drugs? Yeah, I did some drugs. Once? Sh*t, I don't know how many times I did drugs. Oh, I know I was doing her when I was doing the drugs.' ",Dirty,,,,http://jokes.cc.com/funny-dirty/1d8e1b/louis-ramey--an-honest-politician
1943,2128,"I remember my first sexual experience: back seat of my dad's car. I was young; I was in love; I was alone. No, not quite -- Dad was driving. He was pissed. It's a small car, and the top was down. ",Dirty,,,,http://jokes.cc.com/funny-dirty/tcldgd/louis-ramey--first-sexual-experience
